y	x	clickSelects	group	xmin	xmax	ymin	ymax
0.887323943661972	0.129106362486772	Africa	13	0.0454545454545455	0.129106362486772	0.855633802816901	0.919014084507042
0.816901408450704	0.152431224905498	The Americas	12	0.0454545454545455	0.152431224905498	0.785211267605634	0.848591549295775
0.676056338028169	0.101375050470377	North America	10	0.0454545454545455	0.101375050470377	0.644366197183099	0.707746478873239
0.535211267605634	0.087873149644359	South America	8	0.0454545454545455	0.087873149644359	0.503521126760563	0.566901408450704
0.323943661971831	0.0540921156998535	Central America	5	0.0454545454545455	0.0540921156998535	0.292253521126761	0.355633802816901
0.253521126760563	0.0492665530742299	Isthmic Central America	4	0.0454545454545455	0.0492665530742299	0.221830985915493	0.285211267605634
0.183098591549296	0.0500466271975122	Greater Antilles	3	0.0454545454545455	0.0500466271975122	0.151408450704225	0.214788732394366
0.0422535211267606	0.0456882009676307	Lesser Antilles	1	0.0454545454545455	0.0456882009676307	0.0105633802816901	0.073943661971831
0.957746478873239	0.507214768830613	Asia	14	0.0454545454545455	0.507214768830613	0.926056338028169	0.98943661971831
0.746478873239437	0.166587116685555	Europe	11	0.0454545454545455	0.166587116685555	0.714788732394366	0.778169014084507
0.605633802816901	0.109726750704533	Western Europe	9	0.0454545454545455	0.109726750704533	0.573943661971831	0.637323943661972
0.464788732394366	0.102314911435567	Eastern Europe	7	0.0454545454545455	0.102314911435567	0.433098591549296	0.496478873239437
0.112676056338028	0.0493797135917779	Oceania	2	0.0454545454545455	0.0493797135917779	0.0809859154929577	0.144366197183099
0.394366197183099	0.0919034452994369	(Former) Soviet Union	6	0.0454545454545455	0.0919034452994369	0.362676056338028	0.426056338028169
