x	y	group
0.0670995670995671	0.0851260850804554	13
0.11038961038961	0.0896502792493048	13
0.153679653679654	0.0951155365452731	13
0.196969696969697	0.101547706512312	13
0.24025974025974	0.10922537038423	13
0.283549783549784	0.118068883620201	13
0.326839826839827	0.128970928781974	13
0.37012987012987	0.142129394608047	13
0.413419913419913	0.155721713590721	13
0.456709956709957	0.17025666763224	13
0.5	0.186263299088218	13
0.543290043290043	0.204541895866684	13
0.586580086580087	0.224841472868589	13
0.62987012987013	0.246865982952051	13
0.673160173160173	0.270379287039886	13
0.716450216450216	0.295346453315942	13
0.75974025974026	0.321853239388871	13
0.803030303030303	0.349916063212265	13
0.846320346320346	0.379419999110985	13
0.88961038961039	0.410139038234532	13
0.932900432900433	0.441882103548557	13
0.0670995670995671	0.10318531005349	12
0.11038961038961	0.109990027839784	12
0.153679653679654	0.117931776241806	12
0.196969696969697	0.126278209733943	12
0.24025974025974	0.134570149592883	12
0.283549783549784	0.143290702836001	12
0.326839826839827	0.152299618221448	12
0.37012987012987	0.161479699506038	12
0.413419913419913	0.171113021105192	12
0.456709956709957	0.181306125058172	12
0.5	0.19084792529901	12
0.543290043290043	0.199602013085633	12
0.586580086580087	0.208042238504136	12
0.62987012987013	0.216514601193498	12
0.673160173160173	0.224726721852532	12
0.716450216450216	0.232500098900704	12
0.75974025974026	0.239667758256812	12
0.803030303030303	0.246136955948971	12
0.846320346320346	0.251891274023592	12
0.88961038961039	0.25695254486577	12
0.932900432900433	0.261375960745022	12
0.0670995670995671	0.0792575399670191	10
0.11038961038961	0.0826965772671251	10
0.153679653679654	0.086675485785851	10
0.196969696969697	0.0905043621542067	10
0.24025974025974	0.0939585947943385	10
0.283549783549784	0.0975997126508803	10
0.326839826839827	0.101235066757757	10
0.37012987012987	0.104810338140854	10
0.413419913419913	0.108599916216039	10
0.456709956709957	0.113232399014958	10
0.5	0.117485172972311	10
0.543290043290043	0.121178339234918	10
0.586580086580087	0.124700863575626	10
0.62987012987013	0.128482058014935	10
0.673160173160173	0.132274954612655	10
0.716450216450216	0.135983490874369	10
0.75974025974026	0.139530642145463	10
0.803030303030303	0.142891257518309	10
0.846320346320346	0.146085422787194	10
0.88961038961039	0.149150340336318	10
0.932900432900433	0.152135788003698	10
0.0670995670995671	0.0648743646666776	8
0.11038961038961	0.0677202597285326	8
0.153679653679654	0.0710468165806311	8
0.196969696969697	0.0748012881805842	8
0.24025974025974	0.0788544268086319	8
0.283549783549784	0.0831798589435798	8
0.326839826839827	0.0877309506108658	8
0.37012987012987	0.0925160854463662	8
0.413419913419913	0.0973633989146161	8
0.456709956709957	0.101916935809033	8
0.5	0.106240621353173	8
0.543290043290043	0.110437155086522	8
0.586580086580087	0.114577273936787	8
0.62987012987013	0.118507976549224	8
0.673160173160173	0.122179135767656	8
0.716450216450216	0.125544117617521	8
0.75974025974026	0.128535503693647	8
0.803030303030303	0.131103516158017	8
0.846320346320346	0.133214271148966	8
0.88961038961039	0.134845936281398	8
0.932900432900433	0.13599536769186	8
0.0670995670995671	0.0496640039598707	5
0.11038961038961	0.0501839640432844	5
0.153679653679654	0.050820421733563	5
0.196969696969697	0.0515833325983097	5
0.24025974025974	0.0523679011890703	5
0.283549783549784	0.0531219044406984	5
0.326839826839827	0.0539443740519833	5
0.37012987012987	0.054764049117976	5
0.413419913419913	0.0557603045146141	5
0.456709956709957	0.0567675634333399	5
0.5	0.057732904172684	5
0.543290043290043	0.0585971173042698	5
0.586580086580087	0.0593746995318001	5
0.62987012987013	0.060135339828497	5
0.673160173160173	0.0608834046713794	5
0.716450216450216	0.0615832636079728	5
0.75974025974026	0.0622123856168596	5
0.803030303030303	0.0627529554718027	5
0.846320346320346	0.0632023532865905	5
0.88961038961039	0.0635670414472112	5
0.932900432900433	0.0638555782486218	5
0.0670995670995671	0.0469232536646313	4
0.11038961038961	0.0471859409220899	4
0.153679653679654	0.0475083615851674	4
0.196969696969697	0.0478840532678758	4
0.24025974025974	0.0482868171081015	4
0.283549783549784	0.0486434709510073	4
0.326839826839827	0.0491180196734242	4
0.37012987012987	0.0495822635100764	4
0.413419913419913	0.0502169746095474	4
0.456709956709957	0.0508525590044223	4
0.5	0.0514518143104997	4
0.543290043290043	0.0519850484840509	4
0.586580086580087	0.0525429095879888	4
0.62987012987013	0.0530834794429318	4
0.673160173160173	0.0536055354353146	4
0.716450216450216	0.0541033138154722	4
0.75974025974026	0.05456423912959	4
0.803030303030303	0.0549778318328226	4
0.846320346320346	0.0553418213571203	4
0.88961038961039	0.0556581289523713	4
0.932900432900433	0.0559295491638677	4
0.0670995670995671	0.0478969780398518	3
0.11038961038961	0.0481387062076195	3
0.153679653679654	0.0484396438037639	3
0.196969696969697	0.0488132395775032	3
0.24025974025974	0.0491779277381239	3
0.283549783549784	0.0495586845341742	3
0.326839826839827	0.0498982217871659	3
0.37012987012987	0.0502417761990149	3
0.413419913419913	0.0505926662922558	3
0.456709956709957	0.050951940021373	3
0.5	0.0513108644323287	3
0.543290043290043	0.0516306652091949	3
0.586580086580087	0.0518371122426497	3
0.62987012987013	0.0520463538213966	3
0.673160173160173	0.0522631057406161	3
0.716450216450216	0.0524569773202564	3
0.75974025974026	0.0526192356062797	3
0.803030303030303	0.0527423702582134	3
0.846320346320346	0.0528258572988152	3
0.88961038961039	0.0528738885460234	3
0.932900432900433	0.0528924024085837	3
0.0670995670995671	0.0454545454545455	1
0.11038961038961	0.0454702647718136	1
0.153679653679654	0.0454830148847089	1
0.196969696969697	0.0454969876111694	1
0.24025974025974	0.0455141042010836	1
0.283549783549784	0.0455306968137555	1
0.326839826839827	0.0455390804496319	1
0.37012987012987	0.0455507826080426	1
0.413419913419913	0.0455616114710495	1
0.456709956709957	0.0455736629476218	1
0.5	0.0455809986290135	1
0.543290043290043	0.045592176810182	1
0.586580086580087	0.0456054509003195	1
0.62987012987013	0.0456162797633265	1
0.673160173160173	0.0456255366946066	1
0.716450216450216	0.0456335710123214	1
0.75974025974026	0.0456396840801479	1
0.803030303030303	0.0456435265799246	1
0.846320346320346	0.0456456224888936	1
0.88961038961039	0.0456457971479744	1
0.932900432900433	0.0456445745344091	1
0.0670995670995671	0.296389168028061	14
0.11038961038961	0.319132225569758	14
0.153679653679654	0.345769831294174	14
0.196969696969697	0.379235908439867	14
0.24025974025974	0.422364999228444	14
0.283549783549784	0.466813639372139	14
0.326839826839827	0.507141373164453	14
0.37012987012987	0.553041255610159	14
0.413419913419913	0.602402007741065	14
0.456709956709957	0.648107145311727	14
0.5	0.690433153646982	14
0.543290043290043	0.729865584991336	14
0.586580086580087	0.76811225583643	14
0.62987012987013	0.804634866895371	14
0.673160173160173	0.838788926160166	14
0.716450216450216	0.868901723614406	14
0.75974025974026	0.894356712703016	14
0.803030303030303	0.915343747846781	14
0.846320346320346	0.932256335954646	14
0.88961038961039	0.945330266785633	14
0.932900432900433	0.954545454545455	14
0.0670995670995671	0.140062129728207	11
0.11038961038961	0.145629737245499	11
0.153679653679654	0.150910729211268	11
0.196969696969697	0.156099326523318	11
0.24025974025974	0.160001734364672	11
0.283549783549784	0.163588707906179	11
0.326839826839827	0.166457832625775	11
0.37012987012987	0.168789531353881	11
0.413419913419913	0.171198254736601	11
0.456709956709957	0.172413183302347	11
0.5	0.172571599088594	11
0.543290043290043	0.172998989859206	11
0.586580086580087	0.173473713240704	11
0.62987012987013	0.173482795512903	11
0.673160173160173	0.173191638825281	11
0.716450216450216	0.172414405915913	11
0.75974025974026	0.171239299620579	11
0.803030303030303	0.16975819061576	11
0.846320346320346	0.168003565490475	11
0.88961038961039	0.165943286973865	11
0.932900432900433	0.163561461089581	11
0.0670995670995671	0.0985973653201645	9
0.11038961038961	0.100296099539607	9
0.153679653679654	0.102359871237832	9
0.196969696969697	0.104916880180115	9
0.24025974025974	0.106911137564199	9
0.283549783549784	0.108582799626125	9
0.326839826839827	0.109588137294962	9
0.37012987012987	0.110232105325713	9
0.413419913419913	0.111408958211854	9
0.456709956709957	0.112837669492447	9
0.5	0.113878462954678	9
0.543290043290043	0.115561303197772	9
0.586580086580087	0.117124676629628	9
0.62987012987013	0.118242669405554	9
0.673160173160173	0.119214647189967	9
0.716450216450216	0.119868920106483	9
0.75974025974026	0.120230289744569	9
0.803030303030303	0.12031360212609	9
0.846320346320346	0.120128463500488	9
0.88961038961039	0.119674873867762	9
0.932900432900433	0.118964186068161	9
0.0670995670995671	0.0867701510076213	7
0.11038961038961	0.0906388496463896	7
0.153679653679654	0.0938562445730149	7
0.196969696969697	0.0964876582837003	7
0.24025974025974	0.0983959834000517	7
0.283549783549784	0.100311294879633	7
0.326839826839827	0.102175081930392	7
0.37012987012987	0.103862812627747	7
0.413419913419913	0.105094683124326	7
0.456709956709957	0.104880900409479	7
0.5	0.103998522733495	7
0.543290043290043	0.102743073261013	7
0.586580086580087	0.101654423210655	7
0.62987012987013	0.100545512706928	7
0.673160173160173	0.0992823782348936	7
0.716450216450216	0.097850872409009	7
0.75974025974026	0.0963145711346701	7
0.803030303030303	0.0947499750892486	7
0.846320346320346	0.0931804885895659	7
0.88961038961039	0.091573799705682	7
0.932900432900433	0.0899026616209987	7
0.0670995670995671	0.0474786695414387	2
0.11038961038961	0.0477390862308474	2
0.153679653679654	0.0480244791688044	2
0.196969696969697	0.0483292592647254	2
0.24025974025974	0.0486555224275796	2
0.283549783549784	0.0489840561584836	2
0.326839826839827	0.0492311987577548	2
0.37012987012987	0.0495509995346209	2
0.413419913419913	0.0499059067867192	2
0.456709956709957	0.0502498105167298	2
0.5	0.0506034951552628	2
0.543290043290043	0.0509942075189162	2
0.586580086580087	0.051391207609477	2
0.62987012987013	0.0517749336099002	2
0.673160173160173	0.0521441629066205	2
0.716450216450216	0.0524915598182463	2
0.75974025974026	0.0528076927544165	2
0.803030303030303	0.0530881952381123	2
0.846320346320346	0.0533358618146258	2
0.88961038961039	0.0535543603246528	2
0.932900432900433	0.0537480572452124	2
0.0670995670995671	0.0766690923901999	6
0.11038961038961	0.0794709733637042	6
0.153679653679654	0.0826440048838172	6
0.196969696969697	0.0855665752821246	6
0.24025974025974	0.0876563711833825	6
0.283549783549784	0.0897594411747779	6
0.326839826839827	0.0917619075356573	6
0.37012987012987	0.0938927483208931	6
0.413419913419913	0.0957846554836533	6
0.456709956709957	0.0962677625010272	6
0.5	0.0959247320664204	6
0.543290043290043	0.095342768009338	6
0.586580086580087	0.0950765875702643	6
0.62987012987013	0.0948883050812082	6
0.673160173160173	0.0945887647577099	6
0.716450216450216	0.0941168359215044	6
0.75974025974026	0.0935219470924459	6
0.803030303030303	0.0928870613338941	6
0.846320346320346	0.0922467611438388	6
0.88961038961039	0.091554412547718	6
0.932900432900433	0.0907556965714161	6
