colour	y	x	PANEL	fill
#00BFC4	0.427012987012987	0.256818181818182	2	#00BFC4
#F8766D	0.538571428571429	0.581212121212121	2	#F8766D
#F8766D	0.424935064935065	0.335909090909091	2	#F8766D
#F8766D	0.464285714285714	0.32969696969697	2	#F8766D
#F8766D	0.348051948051948	0.332575757575758	2	#F8766D
#F8766D	0.339090909090909	0.617727272727273	2	#F8766D
#F8766D	0.515324675324675	0.347121212121212	2	#F8766D
#F8766D	0.375844155844156	0.464545454545455	2	#F8766D
#F8766D	0.542987012987013	0.502727272727273	2	#F8766D
#00BFC4	0.528441558441558	0.256060606060606	2	#00BFC4
#F8766D	0.406103896103896	0.325909090909091	2	#F8766D
