colour	y	x	clickSelects	PANEL	fill
#F8766D	0.516883116883117	0.49530303030303	618	1	#F8766D
#F8766D	0.373766233766234	0.651666666666667	619	1	#F8766D
#F8766D	0.367792207792208	0.623787878787879	620	1	#F8766D
#F8766D	0.61025974025974	0.595	621	1	#F8766D
#F8766D	0.398571428571429	0.567575757575758	622	1	#F8766D
#F8766D	0.305584415584416	0.633181818181818	623	1	#F8766D
#F8766D	0.261038961038961	0.682272727272727	624	1	#F8766D
#F8766D	0.381428571428572	0.618939393939394	625	1	#F8766D
#F8766D	0.408441558441558	0.536515151515152	626	1	#F8766D
#F8766D	0.476103896103896	0.630909090909091	627	1	#F8766D
#F8766D	0.260649350649351	0.587575757575758	638	1	#F8766D
#F8766D	0.432987012987013	0.535454545454545	639	1	#F8766D
#00BFC4	0.471298701298701	0.308333333333333	614	2	#00BFC4
#00BFC4	0.415454545454546	0.27969696969697	615	2	#00BFC4
#F8766D	0.402207792207792	0.669242424242424	628	2	#F8766D
#F8766D	0.312727272727273	0.654090909090909	629	2	#F8766D
#F8766D	0.311948051948052	0.728181818181818	630	2	#F8766D
#F8766D	0.354545454545455	0.728787878787879	631	2	#F8766D
#F8766D	0.42038961038961	0.348181818181818	632	2	#F8766D
