colour	y	x	clickSelects	PANEL	fill
#F8766D	0.337792207792208	0.618030303030303	482	2	#F8766D
#F8766D	0.182077922077922	0.676515151515152	483	2	#F8766D
#F8766D	0.278051948051948	0.697575757575758	484	2	#F8766D
#F8766D	0.345324675324675	0.545454545454545	485	2	#F8766D
#F8766D	0.438181818181818	0.628030303030303	486	2	#F8766D
#00BFC4	0.432207792207792	0.317575757575758	487	2	#00BFC4
#00BFC4	0.351818181818182	0.207878787878788	488	2	#00BFC4
#F8766D	0.342337662337662	0.316212121212121	489	2	#F8766D
#F8766D	0.43974025974026	0.503181818181818	490	2	#F8766D
#00BFC4	0.321948051948052	0.213333333333333	491	2	#00BFC4
#00BFC4	0.382337662337662	0.356818181818182	492	2	#00BFC4
