colour	y	x	clickSelects	PANEL	fill
#00BFC4	0.425844155844156	0.226060606060606	1138	3	#00BFC4
#00BFC4	0.58987012987013	0.404545454545455	1139	3	#00BFC4
#00BFC4	0.448831168831169	0.305606060606061	1140	3	#00BFC4
#00BFC4	0.360779220779221	0.454242424242424	1144	3	#00BFC4
#00BFC4	0.348181818181818	0.466818181818182	1149	3	#00BFC4
#00BFC4	0.498961038961039	0.64469696969697	1150	3	#00BFC4
#00BFC4	0.350779220779221	0.400606060606061	1151	3	#00BFC4
#00BFC4	0.393506493506494	0.509545454545455	1152	3	#00BFC4
#00BFC4	0.323116883116883	0.33969696969697	1164	3	#00BFC4
#F8766D	0.326883116883117	0.291515151515152	1165	3	#F8766D
#00BFC4	0.302467532467532	0.612727272727273	1166	3	#00BFC4
#00BFC4	0.121558441558442	0.628939393939394	1167	3	#00BFC4
#00BFC4	0.26012987012987	0.468636363636364	1170	3	#00BFC4
#F8766D	0.272207792207792	0.619848484848485	1171	3	#F8766D
#00BFC4	0.337402597402597	0.473636363636364	1172	3	#00BFC4
#F8766D	0.286103896103896	0.541515151515152	1197	3	#F8766D
#00BFC4	0.381038961038961	0.459090909090909	1198	3	#00BFC4
#00BFC4	0.461688311688312	0.357878787878788	1206	3	#00BFC4
#00BFC4	0.462077922077922	0.491969696969697	1207	3	#00BFC4
#00BFC4	0.406233766233766	0.363636363636364	1216	3	#00BFC4
#00BFC4	0.378181818181818	0.598939393939394	1217	3	#00BFC4
#00BFC4	0.314935064935065	0.394393939393939	1218	3	#00BFC4
#00BFC4	0.426753246753247	0.58030303030303	1219	3	#00BFC4
#00BFC4	0.452727272727273	0.235151515151515	1222	3	#00BFC4
#00BFC4	0.415454545454546	0.401212121212121	1223	3	#00BFC4
#00BFC4	0.327792207792208	0.535151515151515	1224	3	#00BFC4
#00BFC4	0.288831168831169	0.343939393939394	1225	3	#00BFC4
#00BFC4	0.515064935064935	0.388333333333333	1226	3	#00BFC4
#00BFC4	0.310909090909091	0.546363636363636	1227	3	#00BFC4
#00BFC4	0.386623376623377	0.446363636363636	1228	3	#00BFC4
#00BFC4	0.319350649350649	0.558030303030303	1229	3	#00BFC4
#00BFC4	0.485194805194805	0.538484848484848	1236	3	#00BFC4
#00BFC4	0.225454545454545	0.371363636363636	1237	3	#00BFC4
#00BFC4	0.337792207792208	0.401666666666667	1249	3	#00BFC4
#00BFC4	0.361298701298701	0.641060606060606	1250	3	#00BFC4
#00BFC4	0.27961038961039	0.449848484848485	1257	3	#00BFC4
#00BFC4	0.348311688311688	0.491060606060606	1258	3	#00BFC4
#00BFC4	0.326623376623377	0.461666666666667	1145	4	#00BFC4
#F8766D	0.353506493506494	0.730151515151515	1146	4	#F8766D
#00BFC4	0.350649350649351	0.223030303030303	1147	4	#00BFC4
#00BFC4	0.44038961038961	0.431666666666667	1148	4	#00BFC4
#00BFC4	0.381948051948052	0.596212121212121	1153	4	#00BFC4
#00BFC4	0.372727272727273	0.425606060606061	1168	4	#00BFC4
#00BFC4	0.368831168831169	0.236212121212121	1169	4	#00BFC4
#00BFC4	0.43025974025974	0.373484848484848	1173	4	#00BFC4
#00BFC4	0.513636363636364	0.558333333333333	1174	4	#00BFC4
#00BFC4	0.493636363636364	0.643030303030303	1179	4	#00BFC4
#00BFC4	0.433506493506494	0.550909090909091	1180	4	#00BFC4
#00BFC4	0.395584415584416	0.48030303030303	1181	4	#00BFC4
#00BFC4	0.153246753246753	0.654545454545455	1182	4	#00BFC4
#00BFC4	0.47961038961039	0.58030303030303	1183	4	#00BFC4
#00BFC4	0.324545454545455	0.461212121212121	1212	4	#00BFC4
#00BFC4	0.245714285714286	0.597424242424242	1213	4	#00BFC4
#00BFC4	0.266103896103896	0.571515151515152	1214	4	#00BFC4
#00BFC4	0.336363636363636	0.555757575757576	1220	4	#00BFC4
#00BFC4	0.408181818181818	0.654545454545455	1221	4	#00BFC4
#F8766D	0.246753246753247	0.763787878787879	1230	4	#F8766D
#F8766D	0.277532467532468	0.674242424242424	1231	4	#F8766D
#00BFC4	0.404415584415584	0.640454545454545	1232	4	#00BFC4
#00BFC4	0.408571428571429	0.626363636363636	1233	4	#00BFC4
#F8766D	0.211428571428571	0.603939393939394	1234	4	#F8766D
#00BFC4	0.293246753246753	0.509393939393939	1243	4	#00BFC4
#00BFC4	0.436883116883117	0.592121212121212	1244	4	#00BFC4
#00BFC4	0.549350649350649	0.50530303030303	1245	4	#00BFC4
#00BFC4	0.467792207792208	0.401515151515152	1246	4	#00BFC4
#00BFC4	0.421558441558442	0.586818181818182	1247	4	#00BFC4
#00BFC4	0.582857142857143	0.269545454545455	1248	4	#00BFC4
