colour	y	x	PANEL	fill
#F8766D	0.378701298701299	0.412424242424242	2	#F8766D
#F8766D	0.537142857142857	0.363333333333333	2	#F8766D
#F8766D	0.462987012987013	0.588787878787879	2	#F8766D
#F8766D	0.360779220779221	0.305454545454545	2	#F8766D
#00BFC4	0.296363636363636	0.298787878787879	2	#00BFC4
#F8766D	0.497142857142857	0.532727272727273	2	#F8766D
#F8766D	0.323116883116883	0.73	2	#F8766D
#F8766D	0.412077922077922	0.511818181818182	2	#F8766D
#00BFC4	0.394805194805195	0.380151515151515	2	#00BFC4
#F8766D	0.463766233766234	0.62030303030303	2	#F8766D
#F8766D	0.427792207792208	0.351969696969697	2	#F8766D
#F8766D	0.410519480519481	0.516060606060606	2	#F8766D
#F8766D	0.705064935064935	0.556515151515152	2	#F8766D
#00BFC4	0.336103896103896	0.355151515151515	2	#00BFC4
