colour	y	x	PANEL	fill
#00BFC4	0.276103896103896	0.408939393939394	3	#00BFC4
#00BFC4	0.477012987012987	0.35969696969697	3	#00BFC4
#00BFC4	0.514935064935065	0.437575757575758	3	#00BFC4
#00BFC4	0.342857142857143	0.407272727272727	3	#00BFC4
#00BFC4	0.496363636363636	0.225606060606061	3	#00BFC4
#00BFC4	0.465714285714286	0.474545454545455	3	#00BFC4
#00BFC4	0.38	0.169242424242424	3	#00BFC4
#00BFC4	0.434025974025974	0.438484848484848	3	#00BFC4
#00BFC4	0.244935064935065	0.422878787878788	3	#00BFC4
#00BFC4	0.416363636363636	0.483484848484848	3	#00BFC4
#00BFC4	0.166623376623377	0.506666666666667	3	#00BFC4
#00BFC4	0.388831168831169	0.59469696969697	3	#00BFC4
#00BFC4	0.353116883116883	0.411818181818182	3	#00BFC4
#00BFC4	0.423636363636364	0.303181818181818	3	#00BFC4
#00BFC4	0.238831168831169	0.411060606060606	3	#00BFC4
#00BFC4	0.337272727272727	0.604090909090909	3	#00BFC4
#00BFC4	0.587532467532468	0.56	3	#00BFC4
#00BFC4	0.347272727272727	0.395606060606061	3	#00BFC4
#00BFC4	0.372987012987013	0.509242424242424	4	#00BFC4
#00BFC4	0.412337662337662	0.594848484848485	4	#00BFC4
#00BFC4	0.522987012987013	0.614242424242424	4	#00BFC4
#F8766D	0.257532467532468	0.648484848484848	4	#F8766D
#00BFC4	0.331428571428571	0.488787878787879	4	#00BFC4
#F8766D	0.385324675324675	0.566969696969697	4	#F8766D
#00BFC4	0.520779220779221	0.485606060606061	4	#00BFC4
#00BFC4	0.550779220779221	0.413333333333333	4	#00BFC4
#F8766D	0.41038961038961	0.542121212121212	4	#F8766D
#F8766D	0.322597402597403	0.569545454545455	4	#F8766D
#00BFC4	0.469090909090909	0.467878787878788	4	#00BFC4
#00BFC4	0.280649350649351	0.388939393939394	4	#00BFC4
#00BFC4	0.435454545454546	0.531212121212121	4	#00BFC4
#00BFC4	0.516623376623377	0.228787878787879	4	#00BFC4
#00BFC4	0.430779220779221	0.520606060606061	4	#00BFC4
#00BFC4	0.436883116883117	0.428484848484848	4	#00BFC4
#00BFC4	0.498181818181818	0.57969696969697	4	#00BFC4
#00BFC4	0.420909090909091	0.533484848484848	4	#00BFC4
#00BFC4	0.462207792207792	0.48530303030303	4	#00BFC4
#00BFC4	0.474415584415584	0.529242424242424	4	#00BFC4
#F8766D	0.262727272727273	0.458787878787879	4	#F8766D
#00BFC4	0.23	0.539393939393939	4	#00BFC4
#F8766D	0.386233766233766	0.449242424242424	4	#F8766D
#00BFC4	0.368571428571429	0.323484848484848	4	#00BFC4
#F8766D	0.33987012987013	0.638333333333333	4	#F8766D
#F8766D	0.408831168831169	0.561818181818182	4	#F8766D
#00BFC4	0.281688311688312	0.415757575757576	4	#00BFC4
#00BFC4	0.576233766233766	0.535909090909091	4	#00BFC4
#F8766D	0.357142857142857	0.618030303030303	4	#F8766D
#00BFC4	0.478961038961039	0.509090909090909	4	#00BFC4
#00BFC4	0.297922077922078	0.528333333333333	4	#00BFC4
#00BFC4	0.46	0.277727272727273	4	#00BFC4
#00BFC4	0.591168831168831	0.509242424242424	4	#00BFC4
#00BFC4	0.417012987012987	0.606212121212121	4	#00BFC4
#00BFC4	0.353896103896104	0.507121212121212	4	#00BFC4
#00BFC4	0.443766233766234	0.462575757575758	4	#00BFC4
#00BFC4	0.511558441558442	0.375	4	#00BFC4
