colour	y	x	clickSelects	PANEL	fill
#F8766D	0.40012987012987	0.383484848484848	497	1	#F8766D
#F8766D	0.303766233766234	0.404090909090909	498	1	#F8766D
#F8766D	0.674805194805195	0.547878787878788	499	1	#F8766D
#F8766D	0.467532467532468	0.741363636363636	500	1	#F8766D
#F8766D	0.302077922077922	0.238030303030303	501	1	#F8766D
#F8766D	0.426493506493507	0.330454545454546	502	1	#F8766D
#F8766D	0.447272727272727	0.562121212121212	503	1	#F8766D
#F8766D	0.309220779220779	0.293484848484848	512	1	#F8766D
#F8766D	0.494935064935065	0.665606060606061	513	1	#F8766D
#F8766D	0.415324675324675	0.492575757575758	508	2	#F8766D
#00BFC4	0.417922077922078	0.36469696969697	509	2	#00BFC4
#00BFC4	0.364805194805195	0.373484848484848	510	2	#00BFC4
#F8766D	0.387532467532468	0.652878787878788	511	2	#F8766D
#F8766D	0.245714285714286	0.58469696969697	514	2	#F8766D
#00BFC4	0.354935064935065	0.468181818181818	515	2	#00BFC4
#F8766D	0.358051948051948	0.361969696969697	516	2	#F8766D
#00BFC4	0.357142857142857	0.380606060606061	517	2	#00BFC4
#00BFC4	0.237532467532468	0.374090909090909	518	2	#00BFC4
#F8766D	0.392467532467533	0.409393939393939	519	2	#F8766D
#F8766D	0.530649350649351	0.677727272727273	520	2	#F8766D
#F8766D	0.627532467532468	0.50969696969697	521	2	#F8766D
#F8766D	0.544545454545455	0.474545454545455	530	2	#F8766D
#F8766D	0.313766233766234	0.475909090909091	531	2	#F8766D
#F8766D	0.354155844155844	0.579545454545455	532	2	#F8766D
#F8766D	0.358701298701299	0.644545454545455	533	2	#F8766D
#00BFC4	0.540779220779221	0.466060606060606	534	2	#00BFC4
#F8766D	0.44012987012987	0.330606060606061	535	2	#F8766D
