colour	y	x	clickSelects	PANEL	fill
#F8766D	0.285974025974026	0.41030303030303	697	1	#F8766D
#00BFC4	0.365324675324675	0.751060606060606	698	1	#00BFC4
#F8766D	0.27961038961039	0.625151515151515	699	1	#F8766D
#F8766D	0.609090909090909	0.635454545454545	700	1	#F8766D
#F8766D	0.425324675324675	0.314545454545455	701	1	#F8766D
#F8766D	0.356363636363636	0.648939393939394	702	1	#F8766D
#F8766D	0.414285714285714	0.281515151515151	703	1	#F8766D
#F8766D	0.240779220779221	0.700909090909091	706	1	#F8766D
#F8766D	0.37948051948052	0.671666666666667	707	1	#F8766D
#F8766D	0.344155844155844	0.877121212121212	708	1	#F8766D
#F8766D	0.523506493506493	0.776666666666667	709	1	#F8766D
#F8766D	0.278961038961039	0.411060606060606	710	1	#F8766D
#F8766D	0.459090909090909	0.567272727272727	735	1	#F8766D
#F8766D	0.42	0.516515151515151	746	1	#F8766D
#F8766D	0.362467532467532	0.679393939393939	747	1	#F8766D
#F8766D	0.221688311688312	0.374242424242424	748	1	#F8766D
#F8766D	0.381428571428572	0.463787878787879	749	1	#F8766D
#F8766D	0.442467532467533	0.647121212121212	750	1	#F8766D
#00BFC4	0.370649350649351	0.42	751	1	#00BFC4
#00BFC4	0.485324675324675	0.331363636363636	761	1	#00BFC4
#00BFC4	0.286623376623377	0.522424242424242	762	1	#00BFC4
#F8766D	0.376363636363636	0.69969696969697	763	1	#F8766D
#F8766D	0.291168831168831	0.288939393939394	764	1	#F8766D
#F8766D	0.477532467532468	0.363787878787879	765	1	#F8766D
#F8766D	0.418571428571429	0.418333333333333	766	1	#F8766D
#F8766D	0.650649350649351	0.498181818181818	767	1	#F8766D
#F8766D	0.273506493506494	0.606666666666667	704	2	#F8766D
#F8766D	0.342467532467532	0.661515151515152	705	2	#F8766D
