size	colour	x	y	clickSelects	tooltip	key	fill
2	#00C094	0.533436828278003	0.704249246858919	United Arab Emirates	United Arab Emirates population 1090660	United Arab Emirates	#00C094
3.8	#A58AFF	0.796046203617257	0.243466490898594	Afghanistan	Afghanistan population 12963788	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.385902251557852	0.718285787773353	Albania	Albania population 2799345	Albania	#C49A00
2.80498447189992	#C49A00	0.210901708752198	0.72854251452954	Armenia	Armenia population 3145885	Armenia	#C49A00
3.39427400463467	#FB61D7	0.735034848122978	0.255359262290942	Angola	Angola population 7901870	Angola	#FB61D7
4.66983145535444	#53B400	0.308281043055344	0.714255151440919	Argentina	Argentina population 28550123	Argentina	#53B400
3.39427400463467	#C49A00	0.134583233818963	0.761252766312059	Austria	Austria population 7568710	Austria	#C49A00
3.9718012070186	#F8766D	0.163351933473739	0.790940990929244	Australia	Australia population 14927000	Australia	#F8766D
2	#53B400	0.211335953275289	0.756645238978997	Aruba	Aruba population 60567	Aruba	#53B400
3.13841995766062	#C49A00	0.298401980155025	0.635953409097086	Azerbaijan	Azerbaijan population 6261942	Azerbaijan	#C49A00
3.13841995766062	#C49A00	0.175836463512604	0.726818302098815	Bosnia and Herzegovina	Bosnia and Herzegovina population 4138160	Bosnia and Herzegovina	#C49A00
2	#53B400	0.166065961743057	0.75342065390633	Barbados	Barbados population 249696	Barbados	#53B400
6.55367983064247	#A58AFF	0.629839112404195	0.497162099112534	Bangladesh	Bangladesh population 84764142	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.134583233818963	0.774709755990689	Belgium	Belgium population 9858982	Belgium	#C49A00
3.39427400463467	#FB61D7	0.72124758451484	0.356557648835503	Burkina Faso	Burkina Faso population 6985158	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.171494018281694	0.742771732477782	Bulgaria	Bulgaria population 8891117	Bulgaria	#C49A00
2	#00C094	0.474705256529952	0.722365448439835	Bahrain	Bahrain population 374125	Bahrain	#00C094
3.13841995766062	#FB61D7	0.669463925136244	0.363420675568245	Burundi	Burundi population 4239795	Burundi	#FB61D7
2.80498447189992	#FB61D7	0.715928089106976	0.337972485795579	Benin	Benin population 3822206	Benin	#FB61D7
2	#F8766D	0.398712464989035	0.734417073875834	Brunei Darussalam	Brunei Darussalam population 199128	Brunei Darussalam	#F8766D
3.13841995766062	#53B400	0.54201315760905	0.449316629285928	Bolivia	Bolivia population 5497112	Bolivia	#53B400
7.45967031971712	#53B400	0.38383959007317	0.607564139315301	Brazil	Brazil population 124610790	Brazil	#53B400
2	#53B400	0.278318170962069	0.686562103209297	Bahamas, The	Bahamas, The population 215404	Bahamas, The	#53B400
2	#A58AFF	0.659042056582061	0.359649602182731	Bhutan	Bhutan population 424082	Bhutan	#A58AFF
2	#FB61D7	0.618223071411512	0.577515642847922	Botswana	Botswana population 1034324	Botswana	#FB61D7
3.60996894379985	#C49A00	0.172579629589422	0.723339474549587	Belarus	Belarus population 9710000	Belarus	#C49A00
2	#53B400	0.570347612740734	0.725559630824722	Belize	Belize population 147566	Belize	#53B400
4.41495341569977	#00B6EB	0.137840067742146	0.803641713749347	Canada	Canada population 24900000	Canada	#00B6EB
4.54558441227157	#FB61D7	0.673914931497926	0.34375203674256	Congo, Dem. Rep.	Congo, Dem. Rep. population 27060353	Congo, Dem. Rep.	#FB61D7
2.80498447189992	#FB61D7	0.599767679180146	0.393817282810704	Central African Republic	Central African Republic population 2340047	Central African Republic	#FB61D7
2.80498447189992	#FB61D7	0.616811776711466	0.507296455050405	Congo, Rep.	Congo, Rep. population 1849970	Congo, Rep.	#FB61D7
3.13841995766062	#C49A00	0.121555898126235	0.806986009405148	Switzerland	Switzerland population 6354074	Switzerland	#C49A00
3.39427400463467	#FB61D7	0.767603187354799	0.436577523072505	Cote d'Ivoire	Cote d'Ivoire population 8630174	Cote d'Ivoire	#FB61D7
3.60996894379985	#53B400	0.241624508760883	0.716067151632607	Chile	Chile population 11363219	Chile	#53B400
3.39427400463467	#FB61D7	0.650791410643333	0.431473291827837	Cameroon	Cameroon population 9201146	Cameroon	#FB61D7
17.4841854806767	#F8766D	0.23435091299911	0.675631196851589	China	China population 993885000	China	#F8766D
4.54558441227157	#53B400	0.373092038126669	0.656155235059711	Colombia	Colombia population 27550172	Colombia	#53B400
