x	y	label	PANEL
0.601010101010101	0.534090909090909	1	1
0.601010101010101	0.534090909090909	1	2
0.601010101010101	0.534090909090909	1	3
0.601010101010101	0.534090909090909	1	4
0.601010101010101	0.534090909090909	1	5
0.601010101010101	0.534090909090909	1	6
0.601010101010101	0.534090909090909	1	7
0.601010101010101	0.534090909090909	1	8
0.601010101010101	0.534090909090909	1	9
0.601010101010101	0.534090909090909	1	10
0.601010101010101	0.534090909090909	1	11
0.601010101010101	0.534090909090909	1	12
0.601010101010101	0.534090909090909	1	13
0.601010101010101	0.534090909090909	1	14
0.601010101010101	0.534090909090909	1.1	15
0.601010101010101	0.534090909090909	1	16
0.601010101010101	0.534090909090909	1	17
0.601010101010101	0.534090909090909	1	18
0.601010101010101	0.534090909090909	1	19
0.601010101010101	0.534090909090909	1	20
0.601010101010101	0.534090909090909	1.1	21
0.601010101010101	0.534090909090909	1	22
0.601010101010101	0.534090909090909	1	23
0.601010101010101	0.534090909090909	1	24
