colour	y	x	PANEL	fill
#F8766D	0.505454545454545	0.577878787878788	1	#F8766D
#F8766D	0.529220779220779	0.291363636363636	1	#F8766D
#F8766D	0.412207792207792	0.339848484848485	1	#F8766D
#F8766D	0.33025974025974	0.436060606060606	1	#F8766D
#F8766D	0.362467532467532	0.481666666666667	1	#F8766D
#F8766D	0.386883116883117	0.548787878787879	1	#F8766D
#F8766D	0.225584415584416	0.636060606060606	2	#F8766D
#F8766D	0.349220779220779	0.622424242424242	2	#F8766D
#00BFC4	0.213376623376623	0.462424242424242	2	#00BFC4
#00BFC4	0.265584415584416	0.460606060606061	2	#00BFC4
#F8766D	0.127792207792208	0.837727272727273	2	#F8766D
#F8766D	0.262467532467532	0.298636363636364	2	#F8766D
#F8766D	0.316493506493507	0.643787878787879	2	#F8766D
#F8766D	0.405324675324675	0.375151515151515	2	#F8766D
#00BFC4	0.143636363636364	0.414545454545455	2	#00BFC4
#F8766D	0.391168831168831	0.552575757575758	2	#F8766D
